Fuel Type Code,Station Name,City,State,Status Code,Latitude,Longitude,Groups With Access Code
CNG,Laclede Gas Company - Central,Saint Louis,MO,E,38.634723,-90.24423890000001,Private access only
CNG,Laclede Gas Co - Shrewsbury Facility,Saint Louis,MO,E,38.598614000000005,-90.323459,Public - call ahead
CNG,Clean Energy - National Grid Brentwood Service Center,Brentwood,NY,E,40.784165,-73.21924200000001,Public - credit card at all times
CNG,Clean Energy - National Grid Hicksville Headquarters,Hicksville,NY,E,40.76616,-73.512375,Public - credit card at all times
CNG,Clean Energy - City of Irving,Irving,TX,E,32.817883,-96.988716,Public - credit card at all times
CNG,Clean Energy - Downtown Dallas,Dallas,TX,E,32.776194,-96.81394399999999,Public - credit card at all times
CNG,Fort Worth Transportation Authority - The T,Fort Worth,TX,E,32.7458021,-97.31108420000001,Private - government only
CNG,Clean Energy - Garland,Garland,TX,E,32.8972525,-96.6837518,Public - credit card at all times
CNG,Montana-Dakota Utilities Co,Bismarck,ND,E,46.7968696,-100.7628074,Public - card key at all times
CNG,Montana-Dakota Utilities Co,Dickinson,ND,E,46.8759992,-102.80606,Public - card key at all times
CNG,Montana-Dakota Utilities Co,Billings,MT,E,45.7906579,-108.4961408,Public - card key at all times
CNG,Montana-Dakota Utilities Co,Glendive,MT,E,47.129381,-104.693883,Public - card key at all times
CNG,Baggs Station - Questar Gas,Baggs,WY,E,41.0333719,-107.6578538,Private access only
CNG,Hiawatha Station - Questar Gas,Rock Springs,WY,E,41.5781246,-109.20447709999999,Private access only
CNG,Questar Gas - Rock Springs,Rock Springs,WY,E,41.578125,-109.20447659999998,Public - credit card at all times
CNG,Church Buttes Station - Questar Gas,Lyman,WY,E,41.362790000000004,-110.319347,Private access only
CNG,Lyman Station - Questar Gas,Lyman,WY,E,41.3305868,-110.292953,Private access only
CNG,Coalville Station - Questar Gas,Coalville,UT,E,40.9142929,-111.3719269,Private access only
CNG,Heber Service Center - Questar Gas,Heber,UT,E,40.507338,-111.41630500000001,Private access only
CNG,Orem City,Orem,UT,E,40.314777899999996,-111.71774599999999,Private access only
CNG,Top Stop,Park City,UT,E,40.662426,-111.51194699999999,Public - see hours
CNG,Roosevelt Service Center - Questar Gas,Roosevelt,UT,E,40.298120700000005,-109.99008559999999,Private access only
CNG,Questar Gas - Sandy,Sandy,UT,E,40.583115899999996,-111.907707,Public - credit card at all times
CNG,Jordan School District,West Jordan,UT,E,40.62736829999999,-111.98414009999999,Public - card key at all times
CNG,Coca-Cola Swire Holding Co,Draper,UT,E,40.5221682,-111.8990002,Private access only
CNG,Questar Gas - Salt Lake City,Salt Lake City,UT,E,40.7649995,-111.92400490000001,Public - credit card at all times
CNG,Salt Lake Operations Center,Salt Lake City,UT,E,40.7671886,-111.91968999999999,Private access only
CNG,Baxter Field Station - Wexpro,Salt Lake City,UT,E,40.7674289,-111.8881275,Private access only
CNG,Tesoro,Salt Lake City,UT,E,40.7714565,-111.93907720000001,Public - credit card at all times
CNG,Utah Power,Salt Lake City,UT,E,40.7714919,-111.93107490000001,Private access only
CNG,Coca-Cola Swire Pacific Holdings,Salt Lake City,UT,E,40.7222673,-111.96926,Private access only
CNG,Salt Lake County Oxbow Prison,Salt Lake City,UT,E,40.702332,-111.923647,Private - government only
CNG,Salt Lake City International Airport Authority,Salt Lake City,UT,E,40.774676899999996,-111.980174,Private access only
CNG,LW's Conoco,Logan,UT,E,41.735628399999996,-111.86060149999999,Public - see hours
CNG,Phillips 66,Ogden,UT,E,41.228278499999995,-112.00623490000001,Public - see hours
CNG,Ogden Time Fill - Questar Gas,Ogden,UT,E,41.211248,-111.969673,Private access only
CNG,Lifetime Products,Clearfield,UT,E,41.103937,-112.024368,Private access only
CNG,Sinclair,Price,UT,E,39.5869839,-110.8125565,Public - see hours
CNG,Price Operations Center,Price,UT,E,39.6170269,-110.8227794,Private access only
CNG,Ephraim Service Center - Questar Gas,Ephraim,UT,E,39.354301299999996,-111.58833770000001,Private access only
CNG,Fillmore Station - Questar Gas,Fillmore,UT,E,38.9841696,-112.323678,Private access only
CNG,Picksweet Farms,Fillmore,UT,E,38.9500861,-112.3535331,Private access only
CNG,Questar Gas - Chevron,Fillmore,UT,E,38.9504201,-112.3440383,Public - see hours
CNG,Candi's Apple Juice,Santaquin,UT,E,40.003993,-111.83222479999999,Private access only
CNG,Chevron,Richfield,UT,E,38.7841118,-112.0843125,Public - see hours
CNG,Cedar Service Center - Questar Gas,Cedar City,UT,E,37.7139528,-113.0547452,Private access only
CNG,Enterprise Station,Cedar City,UT,E,37.693536,-113.094439,Private access only
CNG,KB Express,Cedar City,UT,E,37.663914500000004,-113.0668854,Public - see hours
CNG,Saint George Center - Questar Gas,Saint George,UT,E,37.114016299999996,-113.5586433,Private access only
CNG,Shell,Saint George,UT,E,37.110213,-113.56380300000001,Public - see hours
CNG,City of Thomson,Thomson,GA,E,33.467812800000004,-82.4964078,Private - government only
CNG,Madison Gas & Electric Co,Madison,WI,E,43.0786599,-89.3761872,Private - fleet customers only
CNG,Mobile Gas Service Corp,Mobile,AL,E,30.6887105,-88.1090373,Private - fleet customers only
CNG,Carburetion & Turbo Systems Inc,Shakopee,MN,E,44.790332899999996,-93.497732,Private access only
CNG,CenterPoint Energy - Minnegasco,Minneapolis,MN,E,44.891478899999996,-93.285818,Public - call ahead
CNG,Metropolitan Utilities District of Omaha - Construction Center,Omaha,NE,E,41.231071,-96.008377,Private access only
CNG,Clean Energy - Arvada,Arvada,CO,E,39.803494,-105.05289840000002,Public - card key at all times
CNG,Clean Energy - Castle Rock,Castle Rock,CO,E,39.407092999999996,-104.87201200000001,Public - card key at all times
CNG,Clean Energy - Valero #4086,Denver,CO,E,39.732326,-104.987834,Public - card key at all times
CNG,Clean Energy - Valero #4095,Denver,CO,E,39.802261,-104.986875,Public - card key at all times
CNG,Clean Energy - Valero #4079,Denver,CO,E,39.6763669,-104.94061809999998,Public - card key at all times
CNG,Clean Energy - Denver,Denver,CO,E,39.722172,-105.002983,Public - card key at all times
CNG,Xcel Energy,Lakewood,CO,E,39.6561676,-105.11100959999999,Private access only
CNG,Clean Energy - Denver International Airport Rental Car,Denver,CO,E,39.8381531,-104.7090179,Public - card key at all times
CNG,Xcel Energy,Boulder,CO,E,40.020426,-105.21091499999999,Private access only
CNG,Clean Energy - Amoco,Boulder,CO,E,39.9997242,-105.2534112,Public - card key at all times
CNG,National Fuels - Niagara Falls,Niagara Falls,NY,E,43.105565999999996,-78.99301190000001,Public - card key at all times
CNG,National Grid - Clean Energy,Albany,NY,E,42.6691953,-73.73991190000001,Public - credit card at all times
CNG,Daimler Buses North America,Oriskany,NY,E,43.151990000000005,-75.378601,Private access only
CNG,Northwest Natural Gas - Tualatin Service Center,Tualatin,OR,E,45.390445899999996,-122.7460352,Private access only
CNG,Northwest Natural Gas - South Center,Tualatin,OR,E,45.381834000000005,-122.78222199999999,Private access only
CNG,Northwest Natural Gas - Parkrose Service Center,Portland,OR,E,45.562809,-122.53788200000001,Private access only
CNG,Northwest Natural Gas - Mt Scott Service Center,Portland,OR,E,45.46966,-122.56719,Private access only
CNG,Northwest Natural Gas - Salem Service Center,Salem,OR,E,44.971340000000005,-123.029354,Private access only
CNG,State of Oregon Department of Administrative Services Motor Pool,Salem,OR,E,44.9225812,-123.002882,Private - government only
CNG,City of Oklahoma City,Oklahoma City,OK,E,35.473942,-97.5515099,Private - government only
CNG,United Parcel Service - Oklahoma City,Oklahoma City,OK,E,35.455818799999996,-97.5847433,Private access only
CNG,Oklahoma Natural Gas - Northside Service Center,Oklahoma City,OK,E,35.5221258,-97.51214250000001,Private access only
CNG,Oklahoma Natural Gas - Southside Service Center,Oklahoma City,OK,E,35.406211400000004,-97.5027138,Public - credit card at all times
CNG,Oklahoma Natural Gas - Southern Oklahoma Development Association,Ardmore,OK,E,34.201936100000005,-97.15417640000001,Public - credit card at all times
CNG,City of Enid Maintenance Facility,Enid,OK,E,36.410102,-97.901098,Private - government only
CNG,Oklahoma Natural Gas - Enid Service Center,Enid,OK,E,36.393239,-97.942047,Public - credit card at all times
CNG,Sand Springs Schools,Sand Springs,OK,E,36.0847134,-96.1297041,Private - government only
CNG,Phillips 66 Station,Stroud,OK,E,35.751853000000004,-96.689631,Public - credit card at all times
CNG,Oklahoma Natural Gas - OK Parking Garage,Tulsa,OK,E,36.1500419,-95.99091920000001,Private access only
CNG,Oklahoma Natural Gas - Tulsa Service Center,Tulsa,OK,E,36.138765,-95.91128990000001,Public - credit card at all times
CNG,Tulsa Public Schools,Tulsa,OK,E,36.1793318,-95.8889819,Private - government only
CNG,United Parcel Service,Tulsa,OK,E,36.079433,-95.844262,Private access only
CNG,Tulsa Public Schools - McBirney Site,Tulsa,OK,E,36.110563299999995,-96.00326290000001,Private - government only
CNG,Oklahoma Natural Gas - Muskogee Service Center,Muskogee,OK,E,35.7405107,-95.39610959999999,Public - credit card at all times
CNG,Oklahoma Natural Gas - Ponca City Service Center,Ponca City,OK,E,36.730319200000004,-97.0937235,Public - credit card at all times
CNG,Oklahoma Natural Gas - Shawnee Service Center,Shawnee,OK,E,35.3461591,-96.9299562,Public - credit card at all times
CNG,Oklahoma State Motor Pool,Oklahoma City,OK,E,35.4425189,-97.5068694,Private - government only
CNG,PECO Energy - Warminster Station,Warminster,PA,E,40.1943556,-75.09013279999999,Private access only
CNG,PECO Energy - Baldwin Service Building,Eddystone,PA,E,39.863989000000004,-75.3371251,Public - card key at all times
CNG,PECO Energy - Berwyn Station,Berwyn,PA,E,40.059926000000004,-75.46300600000001,Public - card key at all times
CNG,PECO Energy - West Conshohocken Station,West Conshohocken,PA,E,40.0772369,-75.31831899999999,Private access only
CNG,PECO Energy - Phoenixville Service Building,Phoenixville,PA,E,40.125557,-75.536833,Public - card key at all times
CNG,PECO Energy - Plymouth Station,Plymouth Meeting,PA,E,40.0966115,-75.296904,Public - card key at all times
CNG,Clean Energy - National Grid Providence,Providence,RI,E,41.7953635,-71.3980751,Public - credit card at all times
CNG,PG&E Grass Valley Service Center,Grass Valley,CA,E,39.199642,-121.06102800000001,Public - card key at all times
CNG,Pinnacle CNG - United Parcel Service,San Ramon,CA,E,37.77316870000001,-121.9683996,Public - credit card at all times
CNG,PG&E Santa Cruz Service Center,Santa Cruz,CA,E,36.969266999999995,-121.99929499999999,Public - card key at all times
CNG,PG&E Bakersfield Service Center,Bakersfield,CA,E,35.317598499999995,-119.03909669999999,Public - card key at all times
CNG,Clovis Unified School District,Clovis,CA,E,36.836921999999994,-119.68969299999999,Private - government only
CNG,PG&E Fresno Service Center,Fresno,CA,E,36.7213509,-119.760706,Public - card key at all times
CNG,PG&E Salinas Service Center,Salinas,CA,E,36.672264,-121.64112539999999,Public - card key at all times
CNG,PG&E San Carlos Service Center,San Carlos,CA,E,37.520919,-122.26591200000001,Public - card key at all times
CNG,PG&E San Francisco Service Center,San Francisco,CA,E,37.760527,-122.41377450000002,Public - card key at all times
CNG,PG&E Concord Service Center,Concord,CA,E,37.956145899999996,-122.028624,Public - card key at all times
CNG,PG&E Hayward Service Center,Hayward,CA,E,37.642404,-122.11785800000001,Public - card key at all times
CNG,Lawrence Livermore National Laboratory,Livermore,CA,E,37.681216,-121.698978,Private - government only
CNG,PG&E Richmond Service Center,Richmond,CA,E,37.9164209,-122.3436096,Public - card key at all times
CNG,PG&E San Rafael Service Center,San Rafael,CA,E,37.951236,-122.499682,Public - card key at all times
CNG,PG&E Cupertino Service Center,Cupertino,CA,E,37.3358053,-122.02345679999999,Public - card key at all times
CNG,PG&E San Jose Service Center,San Jose,CA,E,37.3337657,-121.90586090000002,Public - card key at all times
CNG,PG&E Stockton Service Center,Stockton,CA,E,37.9911869,-121.28407,Public - card key at all times
CNG,PG&E Santa Rosa Service Center,Santa Rosa,CA,E,38.4286467,-122.7669384,Public - card key at all times
CNG,PG&E Auburn Service Center,Auburn,CA,E,38.888861,-121.074168,Public - card key at all times
CNG,PG&E Davis Service Center,Davis,CA,E,38.5448988,-121.73312279999999,Public - card key at all times
CNG,Sacramento Regional Transit District,Sacramento,CA,E,38.568857,-121.470192,Private - government only
CNG,PG&E Florin-Perkins Service Center,Sacramento,CA,E,38.526126,-121.388521,Public - card key at all times
CNG,Anderson Union High School District,Anderson,CA,E,40.4443301,-122.3058503,Private access only
CNG,Peoples Gas,Chicago,IL,E,41.7776473,-87.62551140000001,Private access only
CNG,Peoples Gas,Chicago,IL,E,41.9525621,-87.7444739,Private access only
CNG,City of Hollywood,Hollywood,FL,E,25.996683899999997,-80.177807,Private access only
CNG,TECO Peoples Gas,Jacksonville,FL,E,30.282421000000003,-81.631332,Private access only
CNG,City of Milton,Milton,FL,E,30.6321239,-87.0422625,Public - card key at all times
CNG,Broward County Fleet Services,Fort Lauderdale,FL,E,26.0915914,-80.1468444,Private - government only
CNG,Travis Career Center,Lakeland,FL,E,27.995836999999998,-81.89324,Private access only
CNG,Piedmont Natural Gas,Greenville,SC,E,34.829234,-82.3090469,Public - credit card at all times
CNG,Charlotte-Mecklenburg School Bus,Charlotte,NC,E,35.188231,-80.784249,Private access only
CNG,New Jersey Department of Transportation - Fernwood Facility,Ewing Township,NJ,E,40.257166,-74.797073,Private - government only
CNG,PSE&G Clifton Gas District,Clifton,NJ,E,40.885892,-74.16445300000001,Private access only
CNG,PSE&G Plainfield Gas Shop,Plainfield,NJ,E,40.5982294,-74.4542005,Private access only
CNG,PSE&G Burlington Gas Shop,Burlington,NJ,E,40.039809999999996,-74.8429952,Private access only
CNG,PSE&G Audubon Gas Shop,Audubon,NJ,E,39.8934105,-75.0787912,Private access only
CNG,Southern Connecticut Gas Company Service Center,Orange,CT,E,41.2487808,-72.9992022,Private access only
CNG,Chula Vista Education Center,Chula Vista,CA,E,32.6317829,-117.05915520000002,Public - see hours
CNG,San Diego Metropolitan Transit System,Chula Vista,CA,E,32.596452899999996,-117.054445,Private access only
CNG,SDG&E - Power Plant,Carlsbad,CA,E,33.133706,-117.3341882,Public - credit card at all times
CNG,North County Transit District West,Oceanside,CA,E,33.2125022,-117.35235970000001,Private access only
CNG,Poway Unified School District,Poway,CA,E,32.9787429,-117.0357679,Public - credit card at all times
CNG,Vista Unified School District,Vista,CA,E,33.224882799999996,-117.2231058,Private access only
CNG,SDG&E Service Center - Miramar Yard,San Diego,CA,E,32.8776925,-117.16784240000001,Public - credit card at all times
CNG,SDG&E Service Center - Kearny,San Diego,CA,E,32.8335454,-117.13098390000002,Public - credit card at all times
CNG,San Diego Metropolitan Transit System,San Diego,CA,E,32.8247055,-117.15753559999999,Private access only
CNG,Naval Public Works Center - 32nd Street Station,San Diego,CA,E,32.679829999999995,-117.12000900000001,Private - government only
CNG,Clean Energy - LA Metro - Division 10,Los Angeles,CA,E,34.056469,-118.2205805,Private access only
CNG,Clean Energy - Santa Monica,Santa Monica,CA,E,34.030559600000004,-118.4661172,Public - credit card at all times
CNG,LA County Sanitation District,Industry,CA,E,34.0296793,-118.01201259999999,Private - fleet customers only
CNG,SoCalGas - Pico Rivera Base,Pico Rivera,CA,E,33.968029,-118.10661599999999,Public - credit card at all times
CNG,SoCalGas - San Pedro Base,San Pedro,CA,E,33.7582189,-118.294021,Public - credit card at all times
CNG,Clean Energy - LA Metro - Division 15,Sun Valley,CA,E,34.256206,-118.391869,Private access only
CNG,SoCalGas - Van Nuys Base,Van Nuys,CA,E,34.2084447,-118.49573329999998,Public - credit card at all times
CNG,City of Covina - Covina Public Works Yard,Covina,CA,E,34.09124620000001,-117.88130600000001,Public - credit card at all times
CNG,Clean Energy - LA Metro - Division 8,Chatsworth,CA,E,34.2372925,-118.5975669,Private access only
CNG,South Coast Air Quality Management District,Diamond Bar,CA,E,34.001326,-117.830482,Public - credit card at all times
CNG,SunLine Transit Agency,Thousand Palms,CA,E,33.812841999999996,-116.39544099999999,Public - credit card at all times
CNG,SoCalGas - Riverside Base,Riverside,CA,E,33.9710859,-117.37067830000001,Public - credit card at all times
CNG,SoCalGas - Garden Grove Base,Garden Grove,CA,E,33.7791393,-118.00576809999998,Public - credit card at all times
CNG,Clean Energy - Irvine City Yard,Irvine,CA,E,33.675956899999996,-117.76471599999999,Public - credit card at all times
CNG,SoCalGas - Oxnard Base,Oxnard,CA,E,34.1916174,-119.16115819999999,Public - credit card at all times
CNG,Clean Energy - J.B. Dewar Inc,San Luis Obispo,CA,E,35.2556049,-120.6715544,Public - credit card at all times
CNG,Antelope Valley School Bus Transit,Lancaster,CA,E,34.649421999999994,-118.143231,Public - credit card at all times
CNG,Arkansas Oklahoma Gas Corp,Fort Smith,AR,E,35.361616,-94.373159,Private access only
CNG,Sun Metro,El Paso,TX,E,31.7575023,-106.4950625,Private - government only
CNG,City of Phoenix,Phoenix,AZ,E,33.4842371,-112.1063045,Private - government only
CNG,Clean Energy - West Side Station,Phoenix,AZ,E,33.436602,-112.02228000000001,Public - credit card at all times
CNG,City of Scottsdale,Scottsdale,AZ,E,33.569379299999994,-111.8822024,Private - government only
CNG,Pima Community College District Support Services,Tucson,AZ,E,32.1311467,-110.92608600000001,Private - government only
CNG,Southwest Gas Corp,Tucson,AZ,E,32.167618,-110.9185852,Private access only
CNG,City of Tucson Fleet Service,Tucson,AZ,E,32.174508,-110.958238,Private - government only
CNG,Clean Energy - Regional Transportation Commission of Southern Nevada,Henderson,NV,E,36.063531,-115.02284499999999,Public - credit card at all times
CNG,Clean Energy - Regional Transportation Commission of Southern Nevada,North Las Vegas,NV,E,36.220467,-115.12558899999999,Public - credit card at all times
CNG,Peoples Natural Gas,Aliquippa,PA,E,40.5628882,-80.2732009,Private access only
CNG,Peoples Natural Gas,Gibsonia,PA,E,40.634690899999995,-79.939009,Private access only
CNG,Peoples Natural Gas,Greensburg,PA,E,40.3140215,-79.47196120000001,Private access only
CNG,Peoples Natural Gas,Leechburg,PA,E,40.605269,-79.603213,Private access only
CNG,Peoples Natural Gas,Johnstown,PA,E,40.2822169,-78.8497387,Private access only
CNG,Peoples Natural Gas,Grove City,PA,E,41.172934600000005,-80.120683,Private access only
CNG,Peoples Natural Gas,Altoona,PA,E,40.523171999999995,-78.3875787,Private access only
CNG,Virginia Natural Gas - Harbor Park,Norfolk,VA,E,36.844260399999996,-76.2773416,Public - card key at all times
CNG,Virginia Natural Gas - VNG Office,Newport News,VA,E,37.083017,-76.463109,Public - card key at all times
CNG,Montgomery County Agencies - Fleet Management Services,Gaithersburg,MD,E,39.1238455,-77.1623988,Public - credit card at all times
CNG,We-Energies,Milwaukee,WI,E,43.115280600000006,-87.93378829999999,Public - credit card at all times
CNG,We-Energies,Milwaukee,WI,E,42.999843,-87.959232,Public - credit card at all times
CNG,Grosskopf Bus,Shawano,WI,E,44.77953,-88.586015,Private access only
CNG,Cadott Schools,Cadott,WI,E,44.9493355,-91.14831579999999,Private - government only
CNG,Pierce Transit,Lakewood,WA,P,47.171183899999996,-122.486496,PLANNED - not yet accessible
CNG,Puget Sound Energy - Georgetown,Seattle,WA,E,47.5463335,-122.3099027,Private access only
CNG,North Thurston School District,Lacey,WA,E,47.034791,-122.79243899999999,Private access only
CNG,Airport Falcon,Cudahy,WI,E,42.9301161,-87.8800149,Public - see hours
CNG,We-Energies,Milwaukee,WI,E,42.91616679999999,-87.975087,Public - credit card at all times
CNG,We-Energies,Waukesha,WI,E,42.982076899999996,-88.2382219,Public - credit card at all times
CNG,We-Energies KR Service Center,Kenosha,WI,E,42.667787100000005,-87.8092239,Public - credit card at all times
CNG,Double Three Transportation Co,Fort Atkinson,WI,E,42.9040998,-88.85780290000001,Private access only
CNG,We-Energies,Appleton,WI,E,44.2596976,-88.44584809999999,Public - credit card at all times
CNG,Avista Pullman Service Center,Pullman,WA,E,46.7298922,-117.0951315,Private access only
CNG,Avista Central Operating Facility,Spokane,WA,E,47.6717665,-117.3877246,Private access only
CNG,Avista Clarkston Service Center,Clarkston,WA,E,46.42176,-117.06043670000001,Private access only
CNG,North Service Center CNG Station,Memphis,TN,E,35.1652766,-89.97283449999999,Private access only
CNG,Connecticut Natural Gas Corp,East Hartford,CT,P,41.7633776,-72.6564537,PLANNED - not yet accessible
CNG,Clean Energy - Lindbergh Field Shell,San Diego,CA,E,32.729901,-117.17353100000001,Public - credit card at all times
CNG,Clean Energy - LA Metro - Division 18,Gardena,CA,E,33.859944899999995,-118.2806744,Private access only
CNG,Broward County,Fort Lauderdale,FL,E,26.187079999999998,-80.173644,Private - government only
CNG,Clean Energy - Regional Transportation Commission of Southern Nevada,North Las Vegas,NV,E,36.209612299999996,-115.179189,Private - government only
CNG,Clean Energy - Los Angeles International Airport,Los Angeles,CA,E,33.941659,-118.37801,Public - credit card at all times
CNG,Metropolitan Transportation Authority - Long Island Bus - Norman J. Levy Transit Facility,Garden City,NY,E,40.7291632,-73.61124140000001,Private - government only
CNG,Montgomery County Transit,Gaithersburg,MD,E,39.125899,-77.165587,Private access only
CNG,Oklahoma Natural Gas - Okmulgee Service Center,Okmulgee,OK,E,35.6070952,-95.9618154,Public - credit card at all times
CNG,Levolor,Ogden,UT,E,41.2051765,-112.01094199999999,Private access only
CNG,Fur Breeders Co-op,Logan,UT,E,41.7346865,-111.85960459999998,Private access only
CNG,Washington Elementary School District,Phoenix,AZ,E,33.601294,-112.14148899999999,Public - credit card at all times
CNG,Paradise Valley School District,Phoenix,AZ,E,33.6725046,-112.01365430000001,Private - government only
CNG,Chesapeake Utilities - Queen Street,Dover,DE,E,39.155562100000004,-75.52885479999999,Public - card key at all times
CNG,Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,E,33.789592,-84.441488,Private - government only
CNG,Santa Cruz County,Santa Cruz,CA,E,36.9780186,-122.02077990000001,Private - fleet customers only
CNG,PG&E Chico Service Center,Chico,CA,E,39.7083997,-121.8088768,Public - card key at all times
CNG,PG&E Vacaville Service Center,Vacaville,CA,E,38.350786,-121.97772900000001,Public - card key at all times
CNG,Unitrans Shop - Garrod Rd,Davis,CA,E,38.5324982,-121.77051540000001,Private access only
CNG,SunLine Transit Agency,Indio,CA,E,33.714896100000004,-116.21229459999999,Public - credit card at all times
CNG,SoCalGas - Energy Resource Center,Downey,CA,E,33.935470200000005,-118.1239209,Public - credit card at all times
